CustomerID,Gender,Age,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
116,Female,44,27,Month-to-Month,PayPal,72.15,2311.23,No
117,Female,71,23,One Year,Credit Card,28.0,4571.75,No
118,Female,34,46,Two Year,Bank Transfer,71.2,4266.83,No
119,Female,77,21,Month-to-Month,Credit Card,83.74,1162.86,Yes
120,Female,32,40,One Year,Credit Card,76.96,1599.81,Yes
121,Male,64,66,Month-to-Month,Bank Transfer,92.16,2640.09,No
122,Male,39,48,Month-to-Month,Bank Transfer,46.72,2237.48,No
123,Male,43,49,Month-to-Month,PayPal,89.76,3869.52,No
124,Female,26,42,One Year,Credit Card,53.3,4761.11,No
125,Female,50,46,Month-to-Month,PayPal,91.3,3145.61,No
126,Male,77,11,One Year,PayPal,68.84,649.49,No
127,Male,76,66,Month-to-Month,Bank Transfer,98.29,2263.99,Yes
128,Male,28,61,Month-to-Month,Bank Transfer,70.25,2781.1,No
129,Female,36,15,Two Year,Credit Card,48.77,4780.34,Yes
130,Male,77,26,Two Year,PayPal,118.98,1791.08,No
131,Female,38,3,One Year,Credit Card,44.21,3380.75,No
132,Female,59,18,Two Year,Bank Transfer,60.26,155.25,No
133,Female,19,20,One Year,Credit Card,97.52,2239.83,No
134,Female,28,59,Month-to-Month,PayPal,71.78,298.36,Yes
135,Female,68,10,Month-to-Month,Bank Transfer,88.31,1261.41,No
136,Male,67,48,Two Year,Credit Card,68.8,2399.53,No
137,Female,21,26,Two Year,Credit Card,81.05,2948.6,No
138,Male,25,49,One Year,Bank Transfer,71.22,4395.67,No
139,Female,64,12,One Year,PayPal,119.17,1005.54,No
140,Male,26,71,Two Year,Bank Transfer,40.75,1612.28,Yes
141,Male,57,61,Two Year,Bank Transfer,109.15,2830.36,No
142,Male,59,62,Two Year,Bank Transfer,66.45,1142.05,Yes
143,Female,59,18,One Year,PayPal,22.52,4546.85,No
144,Female,18,48,Month-to-Month,Bank Transfer,117.8,4382.28,Yes
145,Male,42,44,Two Year,PayPal,106.95,4445.66,No
146,Female,22,42,Month-to-Month,Bank Transfer,27.36,3629.39,Yes
147,Male,65,32,Month-to-Month,Credit Card,58.35,4981.62,No
148,Female,31,36,Two Year,PayPal,106.35,4148.37,No
149,Male,51,36,Month-to-Month,Bank Transfer,70.66,2530.34,No
150,Male,26,10,Month-to-Month,PayPal,112.39,3719.91,Yes
151,Male,79,41,One Year,PayPal,79.62,569.7,No
152,Male,51,3,Two Year,Credit Card,100.97,4598.45,Yes
153,Male,65,48,One Year,Credit Card,65.02,4922.43,Yes
154,Female,34,48,Month-to-Month,PayPal,29.27,4299.34,Yes
155,Male,52,49,Month-to-Month,Credit Card,42.7,274.41,No
156,Male,55,39,Month-to-Month,Credit Card,33.56,909.52,No
157,Female,52,58,Two Year,PayPal,100.18,616.96,No
158,Male,55,16,Month-to-Month,Credit Card,112.37,2185.69,Yes
159,Female,68,29,One Year,PayPal,43.06,286.8,No
160,Male,64,65,Two Year,Bank Transfer,52.17,4722.41,No
161,Male,43,45,One Year,PayPal,93.97,2966.74,No
162,Male,67,60,Two Year,Bank Transfer,63.34,2880.89,No
163,Female,51,22,Two Year,Bank Transfer,101.02,2285.44,Yes
164,Female,69,25,One Year,Bank Transfer,51.85,1755.51,No
165,Female,79,7,Two Year,Credit Card,72.76,2473.02,Yes
166,Male,68,21,One Year,PayPal,103.4,2635.9,No
167,Male,73,65,One Year,PayPal,54.99,3509.32,Yes
168,Female,66,2,Month-to-Month,Credit Card,84.12,909.73,No
169,Male,23,17,Month-to-Month,PayPal,84.62,2918.62,No
170,Male,55,48,Month-to-Month,PayPal,55.19,2937.74,Yes
171,Male,22,19,One Year,PayPal,94.36,1898.25,No
172,Male,29,47,Two Year,Credit Card,72.85,4825.02,Yes
173,Female,31,61,Month-to-Month,PayPal,79.4,3751.0,Yes
174,Female,27,14,Two Year,Credit Card,59.06,3582.76,Yes
175,Male,47,56,Two Year,Bank Transfer,29.0,4378.32,No
176,Female,28,29,One Year,Credit Card,89.83,1760.66,No
177,Male,29,2,Two Year,PayPal,54.3,1142.08,Yes
178,Female,57,11,One Year,Credit Card,80.85,2247.6,Yes
179,Female,44,32,One Year,Bank Transfer,110.79,3027.98,No
180,Female,18,35,One Year,PayPal,103.5,2832.24,Yes
181,Male,78,43,One Year,PayPal,82.93,1179.99,Yes
182,Female,45,34,One Year,Bank Transfer,42.75,1416.6,Yes
183,Female,70,64,One Year,Credit Card,71.63,4636.11,No
184,Male,37,47,Two Year,Bank Transfer,57.49,497.4,No
185,Male,41,9,Month-to-Month,PayPal,79.11,2569.85,Yes
186,Male,44,3,Month-to-Month,Bank Transfer,93.13,2425.87,No
187,Male,27,45,Month-to-Month,PayPal,92.63,1978.52,No
188,Male,44,21,Two Year,PayPal,25.7,3939.68,Yes
189,Male,51,58,Two Year,Bank Transfer,57.28,4620.65,Yes
190,Female,59,40,One Year,Bank Transfer,59.0,4986.64,No
191,Male,40,50,Month-to-Month,Bank Transfer,38.73,701.43,No
192,Male,33,69,Two Year,Credit Card,68.67,309.99,No
193,Male,67,46,One Year,PayPal,47.91,1448.97,No
194,Female,41,46,Month-to-Month,PayPal,54.74,3444.26,No
195,Female,44,42,One Year,PayPal,77.26,2082.19,No
196,Male,76,53,Month-to-Month,Bank Transfer,104.74,2382.94,No
197,Female,54,33,Month-to-Month,PayPal,62.83,4997.17,No
198,Female,29,22,Month-to-Month,Bank Transfer,74.01,2507.54,Yes
199,Female,51,58,Two Year,Bank Transfer,99.52,4585.2,No
200,Male,50,8,One Year,Credit Card,62.97,2117.19,No
201,Male,74,9,One Year,PayPal,58.62,2256.75,No
202,Female,51,11,Two Year,Credit Card,86.59,3880.21,Yes
203,Male,61,37,Month-to-Month,Bank Transfer,47.09,4517.1,No
204,Male,28,20,Month-to-Month,PayPal,22.85,4083.4,No
205,Male,78,48,Month-to-Month,PayPal,33.44,2410.08,No
206,Male,50,9,One Year,PayPal,47.55,3520.37,No
207,Female,45,46,One Year,PayPal,100.93,1392.49,Yes
208,Male,28,26,One Year,Bank Transfer,41.05,478.2,No
209,Female,56,16,Month-to-Month,PayPal,82.07,874.29,No
210,Male,48,50,Month-to-Month,PayPal,50.93,217.94,Yes
211,Female,47,16,Month-to-Month,PayPal,25.88,2278.12,No
212,Male,39,16,One Year,Credit Card,103.21,3312.72,No
213,Male,25,59,Month-to-Month,PayPal,113.35,263.78,Yes
214,Male,64,38,Month-to-Month,Credit Card,36.63,353.9,No
215,Female,75,62,Two Year,Credit Card,70.98,2652.0,No
216,Female,20,57,One Year,PayPal,48.79,4703.93,No
217,Male,36,53,One Year,Bank Transfer,74.99,792.78,Yes
218,Male,39,36,One Year,Bank Transfer,90.24,3424.68,No
219,Male,55,42,One Year,PayPal,118.45,3306.83,No
220,Male,20,54,Two Year,Bank Transfer,54.84,1599.14,No
221,Male,39,52,Two Year,PayPal,45.45,471.88,No
222,Female,30,21,Two Year,PayPal,86.83,3085.01,No
223,Male,66,40,Two Year,PayPal,104.3,2271.96,No
224,Female,50,16,Month-to-Month,Bank Transfer,22.79,1628.6,No
225,Male,32,20,Month-to-Month,Bank Transfer,24.33,3922.55,No
226,Female,22,5,Two Year,PayPal,78.13,2084.16,No
227,Male,69,15,Month-to-Month,PayPal,33.04,3123.71,No
228,Female,28,40,One Year,Bank Transfer,82.91,1355.57,No
229,Male,51,44,Month-to-Month,PayPal,76.59,483.7,Yes
230,Male,47,57,Month-to-Month,Credit Card,100.14,860.18,No
231,Female,78,40,Month-to-Month,Credit Card,99.72,1901.37,No
232,Female,20,63,Month-to-Month,Bank Transfer,103.24,3695.66,No
233,Male,65,24,Two Year,Credit Card,113.43,2969.63,No
234,Male,76,40,Month-to-Month,Bank Transfer,79.02,1943.4,No
235,Female,18,21,Month-to-Month,Credit Card,34.48,2424.0,No
236,Male,46,66,One Year,Bank Transfer,111.46,2950.15,No
237,Female,39,19,Two Year,Credit Card,119.65,929.14,No
238,Female,75,14,One Year,Bank Transfer,23.85,1431.82,No
239,Male,47,20,Month-to-Month,Credit Card,80.2,1454.88,No
240,Female,70,57,Month-to-Month,PayPal,57.42,604.92,No
241,Male,59,20,One Year,Bank Transfer,50.38,1078.91,Yes
242,Female,49,31,One Year,PayPal,96.93,2840.51,Yes
243,Female,55,29,Month-to-Month,Bank Transfer,50.14,1208.93,Yes
244,Male,60,56,One Year,Bank Transfer,34.97,2951.79,Yes
245,Female,71,52,Month-to-Month,Bank Transfer,44.26,217.68,Yes
246,Female,51,18,Month-to-Month,PayPal,73.74,951.66,No
247,Male,28,9,Two Year,Bank Transfer,45.42,3096.6,Yes
248,Female,63,61,One Year,Bank Transfer,54.95,2963.65,Yes
249,Female,25,58,Two Year,Bank Transfer,77.48,1450.87,No
250,Male,32,70,Month-to-Month,Credit Card,89.21,3153.96,Yes
251,Female,31,1,Two Year,PayPal,27.0,912.97,Yes
252,Female,55,66,Two Year,Bank Transfer,61.15,4105.91,No
253,Female,63,45,Month-to-Month,PayPal,91.45,1326.62,No
254,Male,79,41,Month-to-Month,PayPal,52.79,2389.81,No
255,Female,67,25,Two Year,Credit Card,95.74,4741.88,No
256,Male,66,30,Two Year,PayPal,54.25,2931.21,No
257,Female,46,44,One Year,Credit Card,95.93,3786.14,No
258,Male,26,32,Two Year,PayPal,115.58,3753.04,Yes
259,Female,37,6,One Year,Credit Card,70.42,1968.79,No
260,Male,62,59,Two Year,Credit Card,68.28,590.82,No
261,Male,78,14,One Year,PayPal,68.45,1768.7,No
262,Female,59,23,Two Year,PayPal,115.24,265.56,No
263,Male,32,48,Month-to-Month,Bank Transfer,35.93,1394.53,No
264,Male,28,60,Month-to-Month,Credit Card,94.03,277.8,Yes
265,Male,73,47,Two Year,PayPal,88.97,2155.81,No
266,Female,51,10,Two Year,Bank Transfer,83.24,144.19,No
267,Female,48,46,Two Year,PayPal,93.94,3827.35,No
268,Male,46,8,Month-to-Month,Credit Card,51.93,4818.96,No
269,Male,42,50,Two Year,Bank Transfer,112.8,255.14,No
270,Male,73,21,Month-to-Month,PayPal,110.78,2931.4,No
271,Female,28,26,Two Year,Bank Transfer,43.05,1425.21,Yes
272,Female,19,11,Two Year,PayPal,71.44,2666.2,No
273,Female,58,11,Two Year,PayPal,51.36,4721.29,No
274,Male,25,52,Month-to-Month,Credit Card,99.08,3849.89,Yes
275,Female,19,30,One Year,Bank Transfer,110.03,3756.97,Yes
276,Male,55,46,Two Year,PayPal,73.5,1537.69,No
277,Male,70,1,Month-to-Month,PayPal,52.06,4002.72,No
278,Female,19,52,Two Year,Bank Transfer,84.54,602.17,No
279,Male,25,15,Month-to-Month,Bank Transfer,34.24,3566.72,No
280,Male,48,28,Month-to-Month,Bank Transfer,70.88,2080.41,No
281,Female,50,63,One Year,Bank Transfer,95.86,2242.45,Yes
282,Male,41,58,Two Year,Credit Card,46.28,2500.2,No
283,Male,71,69,Two Year,Credit Card,59.19,3864.4,No
284,Female,42,45,Month-to-Month,Credit Card,85.43,1626.39,Yes
285,Male,55,41,Two Year,Bank Transfer,115.97,1685.14,Yes
286,Male,18,38,One Year,Credit Card,27.94,2649.62,Yes
287,Female,43,38,Two Year,PayPal,35.56,1412.2,No
288,Male,63,52,Month-to-Month,Credit Card,32.8,2285.97,No
289,Male,38,46,Month-to-Month,PayPal,42.06,3335.69,No
290,Male,40,53,Month-to-Month,PayPal,26.06,4950.29,No
291,Female,53,30,Two Year,Credit Card,56.21,1383.77,No
292,Male,69,4,Month-to-Month,PayPal,48.06,1384.54,No
293,Male,77,2,Month-to-Month,PayPal,39.81,2031.18,No
294,Female,65,63,Two Year,Credit Card,45.74,3329.45,No
295,Male,20,61,Two Year,PayPal,84.35,4638.62,No
296,Female,73,33,Month-to-Month,Credit Card,88.9,4750.21,No
297,Female,22,58,Month-to-Month,Bank Transfer,112.85,1756.29,No
298,Male,46,41,Month-to-Month,Bank Transfer,41.03,2144.65,No
299,Male,44,9,Month-to-Month,PayPal,30.1,2238.04,Yes
300,Female,45,19,One Year,PayPal,25.86,1809.67,No
301,Female,31,44,One Year,PayPal,69.31,1645.54,Yes
302,Female,61,7,Month-to-Month,Credit Card,84.59,449.82,No
303,Male,23,31,Two Year,Bank Transfer,43.97,2770.97,Yes
304,Female,31,67,Two Year,Bank Transfer,86.57,3345.46,No
305,Male,36,8,One Year,Bank Transfer,38.74,4958.73,Yes
306,Female,18,53,One Year,Bank Transfer,42.24,3133.93,No
307,Male,73,15,One Year,PayPal,86.42,3091.13,Yes
308,Female,79,8,Two Year,Bank Transfer,115.44,1914.9,Yes
309,Female,46,65,One Year,Bank Transfer,110.31,381.81,Yes
310,Female,57,46,Two Year,PayPal,22.7,3109.41,Yes
311,Male,72,7,Two Year,PayPal,118.14,715.15,Yes
312,Male,24,10,One Year,Credit Card,56.45,3745.18,Yes
313,Female,37,35,Month-to-Month,PayPal,75.43,3795.36,Yes
314,Female,61,48,Month-to-Month,Bank Transfer,54.53,614.98,No
315,Female,76,63,Two Year,Bank Transfer,102.44,1460.36,Yes
316,Male,27,61,Two Year,Bank Transfer,87.24,4117.5,Yes
317,Male,55,13,One Year,Credit Card,107.72,4814.69,Yes
318,Female,78,53,Month-to-Month,Credit Card,41.21,3679.78,No
319,Male,23,9,One Year,Credit Card,84.04,2066.5,Yes
320,Female,30,70,Month-to-Month,PayPal,73.16,4153.33,No
321,Female,30,67,Two Year,Bank Transfer,78.88,1535.2,Yes
322,Male,25,14,One Year,Credit Card,56.54,4344.67,No
323,Male,48,14,Two Year,Bank Transfer,20.64,309.9,No
324,Female,34,49,One Year,Credit Card,90.47,4965.33,No
325,Male,65,65,One Year,PayPal,91.43,641.61,Yes
326,Female,39,10,Two Year,PayPal,107.0,4584.31,No
327,Female,35,39,Two Year,Bank Transfer,116.25,4277.44,No
328,Male,22,57,One Year,Bank Transfer,39.91,1536.7,No
329,Male,26,18,Month-to-Month,Credit Card,26.81,2365.53,No
330,Male,34,70,One Year,Bank Transfer,98.49,1150.92,No
331,Female,23,69,Two Year,Bank Transfer,107.87,2457.24,Yes
332,Female,74,67,Two Year,Bank Transfer,37.12,985.95,Yes
333,Female,70,57,One Year,Bank Transfer,30.91,1533.81,Yes
334,Male,22,47,Two Year,Bank Transfer,104.88,291.88,No
335,Male,48,48,One Year,Bank Transfer,117.77,2804.17,Yes
336,Female,60,61,One Year,PayPal,60.78,3645.36,No
337,Female,63,8,Two Year,Credit Card,110.49,1091.26,No
338,Male,20,25,One Year,PayPal,97.14,3099.46,No
339,Male,35,67,Two Year,Bank Transfer,48.95,335.61,No
340,Male,72,68,One Year,Bank Transfer,35.7,508.96,Yes
341,Male,64,47,Month-to-Month,Bank Transfer,39.5,2767.84,No
342,Male,36,48,One Year,Bank Transfer,72.61,390.5,No
343,Male,79,53,Two Year,Credit Card,59.73,2340.32,No
344,Male,31,19,Month-to-Month,Credit Card,115.86,413.94,No
345,Female,78,61,Two Year,Bank Transfer,61.53,1811.45,No
346,Female,36,26,Month-to-Month,Credit Card,29.72,4415.27,No
347,Female,35,42,One Year,PayPal,31.95,3757.36,No
348,Female,78,6,Month-to-Month,Credit Card,110.57,2126.42,No
349,Female,21,60,Two Year,Bank Transfer,71.81,1816.41,No
350,Female,57,69,One Year,Bank Transfer,114.54,1887.14,No
351,Male,69,35,Month-to-Month,Bank Transfer,115.02,745.66,Yes
352,Male,53,35,Month-to-Month,PayPal,116.28,2014.19,Yes
353,Male,75,12,One Year,Bank Transfer,112.15,2978.67,No
354,Female,75,45,Two Year,Bank Transfer,108.79,4254.91,No
355,Female,78,68,One Year,PayPal,82.08,3444.42,No
356,Female,61,8,One Year,PayPal,115.17,3226.0,No
357,Female,55,27,Two Year,PayPal,99.55,429.24,No
358,Female,58,28,Month-to-Month,PayPal,88.12,799.41,No
359,Male,20,8,Month-to-Month,Credit Card,109.42,562.74,No
360,Female,56,44,One Year,Credit Card,100.86,1035.28,No
361,Male,31,54,Two Year,Credit Card,58.13,3892.52,No
362,Male,37,14,Month-to-Month,PayPal,47.98,3139.79,No
363,Male,32,41,Month-to-Month,PayPal,35.08,2267.49,No
364,Female,45,70,One Year,PayPal,115.06,156.8,No
365,Male,29,22,One Year,Bank Transfer,28.58,3373.74,No
366,Male,72,25,Month-to-Month,Bank Transfer,97.05,2743.01,No
367,Male,53,4,Two Year,Bank Transfer,58.64,505.86,No
368,Female,55,35,Two Year,Credit Card,66.64,3533.68,Yes
369,Male,78,20,One Year,Bank Transfer,32.12,1422.13,No
370,Female,20,48,Two Year,PayPal,31.86,2471.63,No
371,Male,53,52,Two Year,Credit Card,55.12,1661.98,Yes
372,Female,22,38,One Year,PayPal,91.31,1680.61,No
373,Male,56,48,Month-to-Month,Credit Card,46.8,389.23,No
374,Male,31,45,Month-to-Month,Bank Transfer,89.63,334.0,Yes
375,Male,77,33,One Year,PayPal,119.66,3911.21,No
376,Female,79,59,Two Year,PayPal,62.47,116.09,Yes
377,Male,34,15,One Year,Credit Card,113.55,1509.3,No
378,Female,25,44,Month-to-Month,Credit Card,27.94,4761.24,No
379,Female,55,35,One Year,Bank Transfer,51.35,4014.03,No
380,Female,30,58,One Year,PayPal,79.9,2640.12,No
381,Female,25,24,Month-to-Month,Credit Card,41.48,3736.72,No
382,Male,73,31,One Year,Credit Card,57.32,4724.56,No
383,Male,58,32,One Year,Bank Transfer,65.14,4705.37,No
384,Male,69,33,Month-to-Month,PayPal,87.42,2284.56,No
385,Female,68,11,Two Year,Bank Transfer,41.79,1679.82,Yes
386,Male,30,47,One Year,Bank Transfer,55.27,3765.85,No
387,Male,34,67,Two Year,PayPal,115.47,2109.91,No
388,Female,79,8,Two Year,PayPal,46.62,858.53,Yes
389,Female,42,33,Two Year,Bank Transfer,93.53,1049.43,Yes
390,Male,28,41,Two Year,PayPal,107.1,2761.27,No
391,Male,78,8,One Year,Credit Card,87.13,2594.98,No
392,Male,65,26,Month-to-Month,PayPal,98.86,2370.35,Yes
393,Male,51,19,One Year,PayPal,118.4,1913.26,No
394,Male,74,59,Two Year,Credit Card,53.18,1693.0,No
395,Male,62,9,Two Year,Credit Card,45.82,1022.35,No
396,Female,59,7,One Year,Credit Card,65.03,3441.04,Yes
397,Female,46,68,Two Year,Bank Transfer,83.83,2565.21,Yes
398,Male,29,6,Two Year,PayPal,30.72,1909.79,Yes
399,Male,57,61,One Year,Credit Card,25.24,3909.22,No
400,Male,58,16,One Year,Credit Card,33.76,3198.82,No
401,Male,19,36,Month-to-Month,Credit Card,36.7,3802.55,No
402,Female,76,14,Two Year,Bank Transfer,23.93,3257.75,Yes
403,Male,24,7,Two Year,Credit Card,79.23,3162.55,No
404,Female,72,66,One Year,PayPal,78.04,2117.89,No
405,Female,68,31,One Year,Credit Card,67.94,1477.1,Yes
406,Female,29,29,Two Year,Credit Card,33.07,1232.34,Yes
407,Male,33,59,One Year,Bank Transfer,114.66,4503.46,Yes
408,Male,48,71,One Year,Credit Card,90.54,1084.19,No
409,Male,37,28,One Year,Credit Card,30.14,3396.78,No
410,Female,32,60,Two Year,Bank Transfer,77.66,1028.03,Yes
411,Female,31,6,Two Year,Bank Transfer,23.98,4700.73,No
412,Female,75,6,Month-to-Month,Bank Transfer,60.46,1060.57,Yes
413,Female,26,27,Month-to-Month,PayPal,100.82,4288.8,Yes
414,Male,34,53,Month-to-Month,Credit Card,73.13,4682.1,No
415,Male,79,17,Month-to-Month,PayPal,29.6,1113.79,No
416,Male,36,62,Two Year,Credit Card,104.67,4446.56,No
417,Female,40,66,One Year,Bank Transfer,27.45,636.35,No
418,Male,61,56,Two Year,PayPal,68.72,3529.94,No
419,Male,63,21,Two Year,Bank Transfer,71.38,2583.74,No
420,Female,48,63,Two Year,Bank Transfer,97.36,4809.47,Yes
421,Male,76,36,Month-to-Month,Bank Transfer,118.56,2456.63,Yes
422,Female,51,41,One Year,Bank Transfer,59.89,435.31,Yes
423,Female,60,45,One Year,PayPal,84.08,718.57,Yes
424,Male,36,53,Two Year,Bank Transfer,72.03,1675.09,Yes
425,Female,53,64,Month-to-Month,Bank Transfer,27.97,2397.97,Yes
426,Female,45,7,Two Year,Bank Transfer,99.73,4793.84,No
427,Female,18,22,One Year,Credit Card,72.27,2473.07,No
